       86.33      0.2808     2576.67   14
       86.22      0.2806     2591.83   14
       86.12      0.2811     2608.25   14
       86.01      0.2813     2624.67   14
       85.91      0.2812     2641.09   14
       85.81      0.2813     2658.78   14
       85.71      0.2817     2676.47   14
       85.60      0.2819     2695.42   14
       85.50      0.2821     2714.36   14
       85.40      0.2822     2734.58   14
       85.30      0.2824     2754.79   14
       85.19      0.2824     2776.27   14
       85.09      0.2825     2799.00   14
       84.99      0.2827     2821.74   14
       84.88      0.2826     2845.75   14
       84.78      0.2831     2871.01   14
       84.68      0.2831     2897.54   14
       84.57      0.2834     2925.33   14
       84.47      0.2835     2954.39   14
       84.37      0.2834     2984.71   14
       84.27      0.2834     3016.29   14
       84.17      0.2837     3050.40   14
       84.07      0.2836     3085.77   14
       83.96      0.2841     3123.67   14
       83.86      0.2839     3164.09   14
       83.76      0.2839     3207.05   14
       83.66      0.2845     3252.52   14
       83.56      0.2845     3301.79   14
       83.46      0.2848     3356.11   14
       83.36      0.2843     3415.49   14
       83.26      0.2846     3474.20   14
       83.18      0.2858     3536.49   14
       83.34      0.2859     3574.44   14
       83.60      0.2855     3595.09   10
       83.71      0.2852     3601.41   10
       83.83      0.2855     3607.73   10
       83.93      0.2853     3612.78   10
       84.04      0.2853     3617.83   10
       84.15      0.2852     3622.89   10
       84.27      0.2851     3627.94   10
       84.39      0.2851     3632.99   10
       84.51      0.2850     3638.05   10
       84.64      0.2845     3643.10   10
       84.76      0.2845     3648.15   10
       84.89      0.2843     3653.21   10
       85.03      0.2842     3658.26   10
       85.16      0.2840     3663.31   10
       85.26      0.2838     3667.10   10
       85.39      0.2836     3672.16   10
       85.50      0.2837     3675.95   10
       85.60      0.2833     3679.73   10
       85.71      0.2833     3683.52   10
       85.81      0.2835     3687.31   10
       85.92      0.2832     3691.10   10
       86.02      0.2831     3694.89   10
       86.13      0.2831     3698.68   10
       86.23      0.2828     3702.47   10
       86.34      0.2828     3706.26   10
       86.44      0.2823     3710.05   10
       86.55      0.2820     3713.84   10
       86.66      0.2822     3717.63   10
       86.76      0.2818     3721.42   10
       86.87      0.2817     3725.21   10
       86.98      0.2813     3729.00   10
       87.09      0.2816     3732.79   10
       87.19      0.2808     3736.58   10
       87.30      0.2808     3740.37   10
       87.41      0.2804     3744.16   10
       87.52      0.2798     3747.95   10
       87.62      0.2797     3751.74   10
       87.73      0.2793     3755.53   10
       87.84      0.2793     3759.32   10
       87.95      0.2786     3763.11   10
       88.05      0.2782     3766.90   10
       88.16      0.2779     3770.69   10
       88.27      0.2775     3774.48   10
       88.37      0.2770     3778.27   10
       88.48      0.2767     3782.06   10
       88.59      0.2761     3785.85   10
       88.70      0.2753     3789.64   10
       88.80      0.2747     3793.43   10
       88.91      0.2744     3797.22   10
       89.01      0.2730     3801.01   10
       89.12      0.2722     3804.80   10
       89.23      0.2718     3808.59   10
       89.33      0.2701     3812.38   10
       89.44      0.2694     3816.17   10
       89.54      0.2682     3819.96   10
       89.65      0.2666     3823.75   10
       89.75      0.2643     3827.54   10
       89.85      0.2625     3831.33   10
       89.96      0.2608     3835.12   10
       90.06      0.2585     3838.91   10
       90.16      0.2565     3842.70   10
       90.27      0.2536     3846.49   10
       90.37      0.2504     3850.28   10
       90.47      0.2471     3854.07   10
       90.57      0.2432     3857.86   10
       90.68      0.2389     3861.65   10
       90.78      0.2342     3865.44   10
       90.88      0.2283     3869.23   10
       90.98      0.2217     3873.02   10
       91.11      0.2113     3878.07   10
       91.25      0.1996     3883.12   10
       91.35      0.1895     3886.91   10
       91.44      0.1787     3890.70   10
       91.54      0.1670     3894.49   10
       91.64      0.1551     3898.28   10
       91.74      0.1430     3902.07   10
       91.84      0.1308     3905.86   10
       91.94      0.1182     3910.04   10
       92.04      0.1068     3913.83   10
       92.14      0.0960     3917.62   10
       92.23      0.0841     3921.41   10
       92.33      0.0714     3925.20   10
       92.42      0.0570     3928.99   10
       92.49      0.0470     3931.51   10
       92.55      0.0356     3934.04   10
       92.61      0.0240     3936.57   10
       92.67      0.0118     3939.09   10
       92.74      0.0002     3941.62   10
       92.80     -0.0119     3944.15   10
       92.86     -0.0237     3946.67   10
       92.92     -0.0349     3949.20   10
       92.98     -0.0453     3951.73   10
       93.08     -0.0593     3955.52   10
       93.17     -0.0714     3959.31   10
       93.26     -0.0823     3963.10   10
       93.38     -0.0945     3968.15   10
       93.50     -0.1049     3973.20   10
       93.62     -0.1141     3978.26   10
       93.74     -0.1221     3983.31   10
       93.86     -0.1296     3988.36   10
       93.98     -0.1364     3993.41   10
       94.09     -0.1429     3998.47   10
       94.21     -0.1489     4003.52   10
       94.32     -0.1548     4008.57   10
       94.44     -0.1602     4013.63   10
       94.55     -0.1651     4018.68   10
       94.67     -0.1703     4023.73   10
       94.78     -0.1758     4028.79   10
       94.89     -0.1807     4033.84   10
       95.00     -0.1856     4038.89   10
       95.11     -0.1909     4043.95   10
       95.22     -0.1960     4049.00   10
       95.33     -0.2000     4054.05   10
       95.44     -0.2023     4059.11   10
       95.55     -0.2026     4064.16   10
       95.66     -0.2029     4069.21   10
       95.76     -0.2024     4074.26   10
       95.87     -0.2027     4079.32   10
       95.97     -0.2024     4084.37   10
       96.08     -0.2024     4089.42   10
       96.18     -0.2029     4094.48   10
       96.28     -0.2022     4099.53   10
       96.38     -0.2026     4104.58   10
       96.49     -0.2023     4109.64   10
       96.59     -0.2021     4114.69   10
       96.71     -0.2025     4121.01   10
       96.84     -0.2023     4127.32   10
       96.96     -0.2022     4133.64   10
       97.08     -0.2024     4139.96   10
       97.20     -0.2022     4146.27   10
       97.32     -0.2025     4152.59   10
       97.44     -0.2021     4158.90   10
       97.55     -0.2022     4165.22   10
       97.67     -0.2021     4171.54   10
       97.79     -0.2019     4177.85   10
       97.90     -0.2022     4184.17   10
       98.02     -0.2020     4190.49   10
       98.13     -0.2019     4196.80   10
       98.24     -0.2023     4203.12   10
       98.35     -0.2024     4209.44   10
       98.46     -0.2023     4215.75   10
       98.57     -0.2020     4222.07   10
       98.68     -0.2025     4228.39   10
       98.78     -0.2023     4234.70   10
       98.89     -0.2022     4241.02   10
       98.99     -0.2023     4247.34   10
       99.10     -0.2024     4253.65   10
       99.20     -0.2022     4259.97   10
       99.30     -0.2022     4266.28   10
       99.40     -0.2023     4272.60   10
       99.50     -0.2021     4278.92   10
       99.60     -0.2023     4285.23   10
       99.72     -0.2020     4292.81   10
       99.84     -0.2023     4300.39   10
       99.96     -0.2023     4307.97   10
      100.07     -0.2022     4315.55   10
      100.18     -0.2025     4323.13   10
      100.30     -0.2025     4330.71   10
      100.41     -0.2022     4338.29   10
      100.52     -0.2021     4345.87   10
      100.63     -0.2022     4353.45   10
      100.73     -0.2026     4361.03   10
      100.84     -0.2026     4368.61   10
      100.95     -0.2024     4376.19   10
      101.05     -0.2026     4383.77   10
      101.15     -0.2025     4391.35   10
      101.26     -0.2028     4398.93   10
      101.36     -0.2022     4406.51   10
      101.46     -0.2026     4414.09   10
      101.58     -0.2024     4422.93   10
      101.69     -0.2024     4431.77   10
      101.80     -0.2026     4440.62   10
      101.92     -0.2024     4449.46   10
      102.03     -0.2027     4458.30   10
      102.14     -0.2026     4467.15   10
      102.25     -0.2029     4475.99   10
      102.35     -0.2027     4484.83   10
      102.46     -0.2027     4493.68   10
      102.56     -0.2027     4502.52   10
      102.67     -0.2026     4511.36   10
      102.77     -0.2027     4520.20   10
      102.87     -0.2028     4529.05   10
      102.97     -0.2025     4537.89   10
      103.08     -0.2027     4548.00   10
      103.20     -0.2025     4558.10   10
      103.31     -0.2032     4568.21   10
      103.41     -0.2026     4578.32   10
      103.52     -0.2029     4588.42   10
      103.63     -0.2028     4598.53   10
      103.73     -0.2027     4608.63   10
      103.84     -0.2029     4618.74   10
      103.94     -0.2026     4628.85   10
      104.04     -0.2030     4638.95   10
      104.14     -0.2029     4649.06   10
      104.25     -0.2028     4660.43   10
      104.36     -0.2029     4671.80   10
      104.47     -0.2027     4683.17   10
      104.58     -0.2027     4694.54   10
      104.69     -0.2031     4705.91   10
      104.79     -0.2033     4717.28   10
      104.89     -0.2031     4728.65   10
      105.00     -0.2032     4740.02   10
      105.10     -0.2032     4751.39   10
      105.20     -0.2023     4762.76   10
      105.31     -0.2030     4775.39   10
      105.42     -0.2031     4788.02   10
      105.52     -0.2027     4800.65   10
      105.63     -0.2027     4813.29   10
      105.73     -0.2025     4825.92   10
      105.84     -0.2023     4838.55   10
      105.94     -0.2025     4851.19   10
      106.04     -0.2025     4863.82   10
