 137    29688 000
 138    29272 000
 139    29225 000
 140    28472 000
 141    27906 000
 142    27958 000
 143    27529 000
 144    27185 000
 145    27152 000
 146    27073 000
 147    27123 000
 148    27618 000
 149    28008 000
 150    27959 000
 151    28476 000
 152    28691 000
 153    29596 000
 154    29332 000
 155    29679 000
 156    29520 000
 157    29847 000
 158    30452 000
 159    30107 000
 160    30394 000
 161    30640 000
 162    29922 000
 163    30626 000
 164    30243 000
 165    30231 000
 166    30289 000
 167    30700 000
 168    30962 000
 169    30449 000
 170    30853 000
 171    30524 000
 172    30301 000
 173    30402 000
 174    30494 000
 175    30597 000
 176    30813 000
 177    30615 000
 178    30840 000
 179    30466 000
 180    30888 000
 181    30691 000
 182    30773 000
 183    31025 000
 184    31034 000
 185    30654 000
 186    30671 000
 187    30447 000
 188    30411 000
 189    30708 000
 190    31047 000
 191    30471 000
 192    30855 000
 193    30818 000
 194    30617 000
 195    30537 000
 196    30649 000
 197    30398 000
 198    31020 000
 199    30635 000
 200    30434 000
 201    30553 000
 202    30510 000
 203    30381 000
 204    30423 000
 205    30485 000
 206    30858 000
 207    30609 000
 208    30583 000
 209    30551 000
 210    30360 000
 211    30633 000
 212    30434 000
 213    30448 000
 214    30218 000
 215    30077 000
 216    29972 000
 217    29649 000
 218    29733 000
 219    28990 000
 220    29106 000
 221    28960 000
 222    28620 000
 223    28847 000
 224    28626 000
 225    28989 000
 226    28943 000
 227    29326 000
 228    29707 000
 229    29853 000
 230    29659 000
 231    30073 000
 232    30326 000
 233    30406 000
 234    30259 000
 235    30693 000
 236    30328 000
 237    30451 000
 238    30400 000
 239    30639 000
 240    30505 000
 241    30416 000
 242    30748 000
 243    30779 000
 244    30530 000
 245    30812 000
 246    30357 000
 247    30684 000
 248    30495 000
 249    30377 000
 250    30499 000
 251    30528 000
 252    30434 000
 253    30493 000
 254    30552 000
 255    30723 000
 256    30456 000
 257    30535 000
 258    30847 000
 259    30522 000
 260    30406 000
 261    30404 000
 262    30685 000
 263    30327 000
 264    30825 000
 265    30337 000
 266    30655 000
 267    30518 000
 268    30447 000
 269    30513 000
 270    30069 000
 271    30362 000
 272    30075 000
 273    29893 000
 274    29922 000
 275    29590 000
 276    29594 000
 277    29504 000
 278    29007 000
 279    28858 000
 280    28936 000
 281    28702 000
 282    28454 000
 283    29134 000
 284    28813 000
 285    29138 000
 286    29738 000
 287    29648 000
 288    29924 000
 289    30526 000
 290    30101 000
 291    30337 000
 292    30355 000
 293    30455 000
 294    30720 000
 295    30720 000
 296    30521 000
 297    30528 000
 298    30707 000
 299    30555 000
 300    30561 000
 301    30894 000
 302    30399 000
 303    30554 000
 304    30216 000
 305    30706 000
 306    30501 000
 307    30358 000
 308    31065 000
 309    30642 000
 310    30656 000
 311    30816 000
 312    30830 000
 313    30444 000
 314    30594 000
 315    31055 000
 316    30417 000
 317    30526 000
 318    30763 000
 319    30572 000
 320    30615 000
 321    30746 000
 322    30670 000
 323    30939 000
 324    30729 000
 325    30739 000
 326    30547 000
 327    31020 000
 328    30590 000
 329    30449 000
 330    30703 000
 331    30598 000
 332    30840 000
 333    30681 000
 334    30844 000
 335    30531 000
 336    30328 000
 337    30416 000
 338    30577 000
 339    30340 000
 340    30353 000
 341    30503 000
 342    30539 000
 343    30172 000
 344    30124 000
 345    29981 000
 346    29887 000
 347    29712 000
 348    29818 000
 349    29700 000
 350    29606 000
 351    29104 000
 352    28829 000
 353    28520 000
 354    28390 000
 355    28002 000
 356    27413 000
 357    27430 000
 358    27179 000
 359    26754 000
 360    27469 000
 361    27245 000
 362    28295 000
 363    28249 000
 364    28590 000
 365    28759 000
 366    29261 000
 367    29727 000
 368    29566 000
 369    29967 000
 370    30247 000
 371    30046 000
 372    30427 000
 373    30345 000
 374    30554 000
 375    30302 000
 376    30332 000
 377    30640 000
 378    30736 000
 379    30037 000
 380    30574 000
 381    30663 000
 382    30311 000
 383    30661 000
 384    30862 000
 385    30664 000
 386    30551 000
 387    30480 000
 388    30680 000
 389    30793 000
 390    30480 000
 391    30599 000
 392    30596 000
 393    30417 000
 394    30793 000
 395    30741 000
 396    30699 000
 397    30882 000
 398    30549 000
 399    31029 000
 400    30554 000
 401    30529 000
 402    30727 000
 403    31074 000
 404    30524 000
 405    30313 000
 406    30603 000
 407    30919 000
 408    30712 000
 409    30398 000
 410    30480 000
 411    30286 000
 412    30650 000
 413    30457 000
 414    30311 000
 415    30453 000
 416    30115 000
 417    30267 000
 418    30273 000
 419    30462 000
 420    30221 000
 421    30207 000
 422    29838 000
 423    29573 000
 424    29531 000
 425    29453 000
 426    29139 000
 427    29180 000
 428    28691 000
 429    28539 000
 430    27949 000
 431    27551 000
 432    27528 000
 433    26953 000
 434    26942 000
 435    26825 000
 436    26810 000
 437    26764 000
 438    27079 000
 439    27109 000
 440    28190 000
 441    28123 000
 442    28920 000
 443    28575 000
 444    29068 000
 445    29473 000
 446    30034 000
 447    29931 000
 448    30036 000
 449    30273 000
 450    30171 000
 451    30306 000
 452    30560 000
 453    30596 000
 454    30559 000
 455    30546 000
 456    30460 000
 457    30569 000
 458    30362 000
 459    30551 000
 460    30973 000
 461    30862 000
 462    30443 000
 463    30575 000
 464    30572 000
 465    30955 000
 466    30883 000
 467    30720 000
 468    30796 000
 469    30494 000
 470    30545 000
 471    31052 000
 472    30926 000
 473    30545 000
 474    30919 000
 475    30799 000
 476    31064 000
 477    30730 000
 478    30676 000
 479    31064 000
 480    30783 000
 481    30946 000
 482    30758 000
 483    31052 000
 484    30700 000
 485    30773 000
 486    30686 000
 487    30873 000
 488    30638 000
 489    30706 000
 490    30853 000
 491    30785 000
 492    30702 000
 493    30831 000
 494    30633 000
 495    30944 000
 496    30682 000
 497    30832 000
 498    30894 000
 499    30940 000
 500    30667 000
 501    30746 000
 502    30620 000
 503    30774 000
 504    30925 000
 505    30854 000
 506    30875 000
 507    30889 000
 508    30654 000
 509    30961 000
 510    30813 000
 511    30564 000
 512    30952 000
 513    30824 000
 514    30749 000
 515    30896 000
 516    30848 000
 517    30836 000
 518    31002 000
 519    30932 000
 520    30727 000
 521    30730 000
 522    30899 000
 523    30430 000
 524    30777 000
 525    30669 000
 526    30880 000
 527    31094 000
 528    30673 000
 529    30813 000
 530    31078 000
 531    30848 000
 532    30730 000
 533    30928 000
 534    30734 000
 535    31005 000
 536    30773 000
 537    31190 000
 538    30926 000
 539    30538 000
 540    30775 000
 541    30948 000
 542    31029 000
 543    31006 000
 544    30833 000
 545    30615 000
 546    30788 000
 547    30822 000
 548    30784 000
 549    30736 000
 550    30607 000
 551    30915 000
 552    30438 000
 553    30714 000
 554    31286 000
 555    30694 000
 556    30678 000
 557    30988 000
 558    30836 000
 559    30784 000
 560    30838 000
 561    30651 000
 562    30517 000
 563    30685 000
 564    30833 000
 565    30769 000
 566    30692 000
 567    30811 000
 568    30373 000
 569    30553 000
 570    30580 000
 571    30500 000
 572    30434 000
 573    30172 000
 574    30330 000
 575    29960 000
 576    29998 000
 577    29445 000
 578    29696 000
 579    29209 000
 580    28920 000
 581    28447 000
 582    28222 000
 583    28137 000
 584    27371 000
 585    27145 000
 586    27089 000
 587    26804 000
 588    27062 000
 589    26660 000
 590    27204 000
 591    27934 000
 592    27873 000
 593    28595 000
 594    28635 000
 595    29041 000
 596    29268 000
 597    29189 000
 598    29727 000
 599    29794 000
 600    29812 000
 601    30007 000
 602    30002 000
 603    30261 000
 604    30308 000
 605    30267 000
 606    30599 000
 607    30624 000
 608    30464 000
 609    30594 000
 610    30398 000
 611    30492 000
 612    30764 000
 613    30827 000
 614    30811 000
 615    30599 000
 616    30582 000
 617    30756 000
 618    30685 000
 619    30856 000
 620    30584 000
 621    30895 000
 622    30621 000
 623    30785 000
 624    30755 000
 625    31109 000
 626    30795 000
 627    30838 000
 628    30582 000
 629    30695 000
 630    30664 000
 631    30465 000
 632    30948 000
 633    30991 000
 634    31090 000
 635    30818 000
 636    31081 000
 637    30483 000
 638    30700 000
 639    30762 000
 640    30639 000
 641    30729 000
 642    30510 000
 643    30769 000
 644    30416 000
 645    30788 000
 646    30546 000
 647    30551 000
 648    30426 000
 649    30702 000
 650    30121 000
 651    30228 000
 652    30305 000
 653    30302 000
 654    30205 000
 655    29812 000
 656    29780 000
 657    29376 000
 658    29153 000
 659    28859 000
 660    28345 000
 661    28076 000
 662    27515 000
 663    27279 000
 664    26966 000
 665    27093 000
 666    27564 000
 667    27183 000
 668    27955 000
 669    28199 000
 670    28487 000
 671    29038 000
 672    29061 000
 673    29610 000
 674    29639 000
 675    29847 000
 676    29969 000
 677    30189 000
 678    29990 000
 679    30134 000
 680    30061 000
 681    30411 000
 682    30258 000
 683    30711 000
 684    30548 000
 685    30626 000
 686    30307 000
 687    30732 000
 688    30669 000
 689    30557 000
 690    30769 000
 691    30583 000
 692    30602 000
 693    30742 000
 694    30677 000
 695    30811 000
 696    30471 000
 697    30721 000
 698    31035 000
 699    30410 000
 700    31156 000
 701    31070 000
 702    31054 000
 703    30724 000
 704    30847 000
 705    30970 000
 706    30723 000
 707    30810 000
 708    30879 000
 709    30544 000
 710    31116 000
 711    30421 000
 712    30740 000
 713    30913 000
 714    30546 000
 715    30699 000
 716    30587 000
 717    30423 000
 718    31151 000
 719    30953 000
 720    31034 000
 721    30973 000
 722    30789 000
 723    30789 000
 724    30828 000
 725    30460 000
 726    30518 000
 727    30675 000
 728    30412 000
 729    30994 000
 730    30470 000
 731    30220 000
 732    30346 000
 733    30203 000
 734    30078 000
 735    29938 000
 736    30161 000
 737    29443 000
 738    29403 000
 739    29288 000
 740    28670 000
 741    28534 000
 742    28746 000
 743    28930 000
 744    29158 000
 745    28872 000
 746    29441 000
 747    29855 000
 748    29834 000
 749    29995 000
 750    30165 000
 751    30233 000
 752    30223 000
 753    30316 000
 754    30498 000
 755    30315 000
 756    30801 000
 757    30795 000
 758    30148 000
 759    30324 000
 760    30645 000
 761    30232 000
 762    30768 000
 763    30747 000
 764    30659 000
 765    30718 000
 766    30305 000
 767    30265 000
 768    30482 000
 769    30585 000
 770    30918 000
 771    30977 000
 772    30830 000
 773    30506 000
 774    30745 000
 775    30540 000
 776    30687 000
 777    30907 000
 778    30668 000
 779    31032 000
 780    30668 000
 781    30790 000
 782    30718 000
 783    30725 000
 784    31019 000
 785    30661 000
 786    30736 000
 787    30812 000
 788    30527 000
 789    30396 000
 790    30262 000
 791    30405 000
 792    30254 000
 793    30349 000
 794    29678 000
 795    29830 000
 796    29233 000
 797    29129 000
 798    28704 000
 799    28884 000
 800    28877 000
 801    29142 000
 802    29058 000
 803    29096 000
 804    29488 000
 805    29794 000
 806    29881 000
 807    30106 000
 808    30615 000
 809    30212 000
 810    30524 000
 811    30063 000
 812    30654 000
 813    30662 000
 814    30445 000
 815    30538 000
 816    30831 000
 817    30745 000
 818    30533 000
 819    30959 000
 820    30505 000
 821    30693 000
 822    30974 000
 823    31130 000
 824    30509 000
 825    30687 000
 826    30592 000
 827    30829 000
 828    30735 000
 829    30585 000
 830    30655 000
 831    30807 000
 832    30722 000
 833    30731 000
 834    30680 000
 835    30986 000
 836    31192 000
 837    30889 000
 838    30760 000
 839    30914 000
 840    30812 000
 841    30456 000
 842    30744 000
 843    30914 000
 844    30900 000
 845    30794 000
 846    30674 000
 847    30471 000
 848    30937 000
 849    31116 000
 850    30880 000
 851    30903 000
 852    30712 000
 853    30754 000
 854    30864 000
 855    31027 000
 856    30724 000
 857    30904 000
 858    30566 000
 859    30463 000
 860    30561 000
 861    30290 000
 862    30194 000
 863    30344 000
 864    30387 000
 865    30417 000
 866    30009 000
 867    29932 000
 868    29494 000
 869    29869 000
 870    29252 000
 871    29203 000
 872    28841 000
 873    28295 000
 874    28028 000
 875    27593 000
 876    27445 000
 877    27264 000
 878    27275 000
 879    27239 000
 880    27738 000
 881    27920 000
 882    28257 000
 883    28482 000
 884    28798 000
 885    29220 000
 886    29464 000
 887    29857 000
 888    29895 000
 889    29976 000
 890    30133 000
 891    30359 000
 892    30370 000
 893    30340 000
 894    30213 000
 895    30479 000
 896    30569 000
 897    30203 000
 898    30490 000
 899    30642 000
 900    30505 000
 901    30498 000
 902    30786 000
 903    30763 000
 904    30986 000
 905    30720 000
 906    30887 000
 907    30583 000
 908    30662 000
 909    31034 000
 910    30674 000
 911    30948 000
 912    30666 000
 913    30323 000
 914    30805 000
 915    30968 000
 916    30615 000
 917    30773 000
 918    30876 000
 919    30861 000
 920    30850 000
 921    30720 000
 922    30442 000
 923    30543 000
 924    30664 000
 925    30819 000
 926    30681 000
 927    30678 000
 928    30586 000
 929    30717 000
 930    30626 000
 931    30738 000
 932    30270 000
 933    30529 000
 934    30449 000
 935    30248 000
 936    30450 000
 937    30533 000
 938    30161 000
 939    30125 000
 940    30220 000
 941    30077 000
 942    29891 000
 943    29738 000
 944    29762 000
 945    29354 000
 946    29064 000
 947    29007 000
 948    28735 000
 949    28425 000
 950    27931 000
 951    27225 000
 952    27378 000
 953    26754 000
 954    26709 000
 955    26832 000
 956    27049 000
 957    27469 000
 958    27766 000
 959    28005 000
 960    28671 000
 961    28865 000
 962    28894 000
 963    29328 000
 964    29601 000
 965    29754 000
 966    29955 000
 967    30210 000
 968    30139 000
 969    30126 000
 970    30364 000
 971    30165 000
 972    30513 000
 973    30436 000
 974    30575 000
 975    30632 000
 976    30818 000
 977    34348 000
 978    30372 000
 979    30678 000
 980    30970 000
 981    30230 000
 982    30682 000
 983    30870 000
 984    30975 000
 985    30980 000
 986    30530 000
 987    31213 000
 988    30913 000
 989    30623 000
 990    30632 000
 991    30861 000
 992    30881 000
 993    30786 000
 994    30967 000
 995    31034 000
 996    31172 000
 997    30681 000
 998    30950 000
 999    30939 000
1000    30772 000
1001    31240 000
1002    30881 000
1003    30917 000
1004    31000 000
1005    30560 000
1006    31124 000
1007    30709 000
1008    30989 000
1009    30842 000
1010    30894 000
1011    30955 000
1012    30873 000
1013    31006 000
1014    30660 000
1015    30821 000
1016    30864 000
1017    31287 000
1018    31001 000
1019    30608 000
1020    30381 000
1021    30822 000
1022    30731 000
1023        0 000
