Shimadzu measurement
Filename
742Labor_aprilis_14_Cu.dat
Identifier
2mN/s meres
Date 2016:4:14
Time 9:41
Indentsize=0 [æm]
 Time [s]         Load [mN]       Displ [æm] 
     22.649986      5.291289      1.108697
     22.699988      4.847580      0.913592
     22.749991      4.538574      0.895898
     22.799993      4.370335      0.950958
     22.849995      4.311694      1.032983
     22.899997      4.354744      1.119074
     22.949999      4.483212      1.202477
     23.000002      4.697101      1.278760
     23.050004      4.993363      1.349002
     23.100006      5.347280      1.412585
     23.150009      5.765905      1.469933
     23.200010      6.229949      1.521789
     23.250011      6.744025      1.569193
     23.300014      7.306183      1.611856
     23.349986      7.909172      1.650192
     23.399988      8.542806      1.685060
     23.449990      9.208293      1.716869
     23.499993      9.906110      1.746108
     23.549994     10.626920      1.772544
     23.599996     11.374527      1.796276
     23.649999     12.143811      1.818001
     23.700001     12.930772      1.837859
     23.750004     13.731812      1.855608
     23.800006     14.548574      1.871827
     23.850007     15.392915      1.886791
     23.900010     16.240104      1.900563
     23.950012     17.093517      1.913324
     24.000014     17.953754      1.924931
     24.049986     18.840883      1.935988
     24.099989     19.727802      1.945939
     24.149990     20.603545      1.955261
     24.199992     21.502189      1.964078
     24.249995     22.398251      1.972258
     24.299997     23.302363      1.979497
     24.350000     24.219826      1.986196
     24.400002     25.137097      1.992469
     24.450003     26.058467      1.998664
     24.500006     26.978644      2.004484
     24.550008     27.905072      2.009844
     24.600010     28.836514      2.014912
     24.650013     29.768198      2.019900
     24.699985     30.708643      2.024512
     24.749986     31.643546      2.028967
     24.799988     32.578344      2.033038
     24.849991     33.527696      2.037252
     24.899993     34.471226      2.041410
     24.949995     35.402801      2.045274
     24.999997     36.344980      2.048691
     25.049999     37.288158      2.052011
     25.100002     38.231623      2.054998
