Shimadzu measurement
Filename
739Labor_aprilis_14_Al.dat
Identifier
2mN/s meres
Date 2016:4:14
Time 9:24
Indentsize=0 [æm]
 Time [s]         Load [mN]       Displ [æm] 
     16.749971    114.617941      5.055179
     16.799974    113.664793      5.054301
     16.849976    112.716015      5.053512
     16.899978    111.767510      5.052618
     16.949981    110.800938      5.051691
     16.999983    109.841911      5.050491
     17.049984    108.883570      5.049533
     17.099987    107.935612      5.048610
     17.149989    106.984183      5.047535
     17.199992    106.023524      5.046506
     17.249994    105.063105      5.045641
     17.299996    104.109005      5.044802
     17.349998    103.153267      5.044108
     17.400000    102.192393      5.043239
     17.449972    101.242767      5.042274
     17.499974    100.279459      5.041344
     17.549977     99.322759      5.040263
     17.599978     98.365902      5.039168
     17.649980     97.411346      5.038122
     17.699983     96.463132      5.037058
     17.749985     95.513303      5.036100
     17.799987     94.558358      5.035238
     17.849990     93.600029      5.034463
     17.899991     92.648420      5.033521
     17.949994     91.693093      5.032551
     17.999996     90.729538      5.031800
     18.049998     89.781770      5.030941
     18.100001     88.828681      5.030168
     18.149973     87.866528      5.029350
     18.199974     86.916361      5.028309
     18.249976     85.958060      5.027433
     18.299979     85.000982      5.026522
     18.349981     84.044397      5.025581
     18.399983     83.091305      5.024672
     18.449986     82.135254      5.023671
     18.499987     81.184475      5.022283
     18.549989     80.226234      5.021155
     18.599992     79.272872      5.019956
     18.649994     78.315969      5.019061
     18.699997     77.358929      5.018133
     18.749999     76.407260      5.017359
     18.800000     75.450658      5.016418
     18.849972     74.495111      5.015511
     18.899975     73.538681      5.014388
     18.949977     72.583899      5.013501
     18.999979     71.627547      5.012579
     19.049982     70.671615      5.011689
     19.099983     69.717280      5.010400
     19.149985     68.763162      5.009240
     19.199988     67.809240      5.008134
     19.249990     66.853663      5.007139
     19.299993     65.886219      5.006000
     19.349994     64.930680      5.004791
     19.399996     63.974258      5.003459
     19.449999     63.015210      5.002199
     19.500001     62.056240      5.001249
     19.549973     61.104665      5.000271
     19.599975     60.146317      4.998964
     19.649977     59.184315      4.997604
     19.699979     58.225739      4.996136
     19.749980     57.265972      4.994266
     19.799983     56.316122      4.992400
     19.849985     55.365429      4.990720
     19.899987     54.422525      4.988720
     19.949990     53.465877      4.986615
     19.999991     52.499301      4.984720
     20.049994     51.553088      4.982709
     20.099996     50.595904      4.980961
     20.149998     49.637391      4.978960
     20.200001     48.668526      4.976549
     20.249973     47.713539      4.974318
     20.299974     46.760054      4.972127
     20.349976     45.807313      4.969972
     20.399979     44.863784      4.967728
     20.449981     43.905354      4.965585
     20.499983     42.953654      4.963291
